Outgroup,outgroup_att,symbolic,b5a,generalized,identification_selfinvestment,contact_quality,contact_friendsz
Gay people,-2.13239864,1.409513722,-0.50513284,0,-0.6489409494,-1.220497351,1.168604666
Gay people,-1.6121423,-0.279129728,0.16497807,-0.5,0.812454343,0.691005794,-1.831395334
Gay people,-0.20396085,-1.462513976,0.16497807,-1,-0.5256923329,-1.087361986,1.168604666
Gay people,-1.16817975,-1.104639956,-0.33030703,-2,-0.495063311,-0.384530646,-0.831395334
Gay people,-2.13239864,-1.40928973,0.42721678,0,-0.0397932749,0.839282093,-0.831395334
Gay people,-0.04760073,2.158093178,-0.12637093,0,0.3635724738,0.465713598,-0.831395334
Gay people,-0.56785708,-1.515738221,0.42721678,-5,-0.414400343,1.084602111,-0.831395334
Gay people,-1.16817975,-1.302841239,0.33980388,-2,-1.080802821,1.212871508,1.168604666
Gay people,0.60389793,-0.331891129,0.07756517,3,-0.3290548815,-1.510232338,-0.831395334
Gay people,2.68869584,4.401548282,0.25239097,4.5,1.262510115,-2.703753736,-1.831395334
Gay people,0.76025805,2.314917348,-0.12637093,4,0.030665338,-1.52876633,-1.831395334
Gay people,0.09620049,-0.073363942,0.04845487,-1.5,-0.3945150049,0.248607952,-1.831395334
Gay people,3.65291474,2.373838725,-0.41771993,-0.5,-0.1512649094,-0.383794588,0.168604666
Gay people,0.90405927,1.731243475,-0.12637093,-0.5,-0.7846881059,0.102120886,-1.831395334
Asian people,0.555394075,-0.595612789,-0.554456808,1.368160621,0.894994105,0.514028701,-0.350026923
Asian people,-0.534603869,5.467926397,-0.754733065,0.638417042,0.937657642,0.538567729,3.221676377
Asian people,1.495662333,-0.593392695,0.789506123,0.489046558,1.524704744,0.74441109,1.078654397
Asian people,1.495662333,-0.593392695,0.603722583,1.684010428,1.390570704,0.74441109,-0.350026923
Asian people,0.617804729,-0.593392695,0.217662786,0.489046558,-2.450025583,0.74441109,1.792995057
Asian people,1.096972962,-0.593392695,-0.554456808,-0.671699632,-0.619871496,0.74441109,-0.350026923
Asian people,1.096972962,-0.593392695,0.789506123,0.489046558,0.891556048,0.74441109,1.078654397
Asian people,-1.325142443,2.409679723,-0.168397011,1.086528493,-0.366951703,-0.121354987,-0.350026923
Asian people,0.804353761,-0.606713257,-0.339687835,0.489046558,1.985745478,0.74441109,-1.064367583
Asian people,1.495662333,-0.593392695,0.789506123,0.489046558,1.693621737,0.74441109,-0.350026923
Asian people,0.156704703,0.40541135,0.217662786,-0.671699632,-0.481106801,0.081145663,0.364313737
Asian people,1.495662333,2.409679723,-0.168397011,-1.832445822,2.194604733,0.74441109,-0.350026923
Asian people,1.203043132,-0.595612789,0.403446326,-1.102702243,-1.398364656,0.74441109,0.364313737
Asian people,1.495662333,0.424781025,0.603722583,-0.671699632,0.250488737,0.184067343,-1.064367583
Asian people,-0.384874184,3.415144049,-0.554456808,-0.074217697,0.797401837,-0.709580472,1.792995057
Asian people,1.495662333,-0.593392695,-0.926023888,-4.153938202,-2.194633697,-0.376276403,-1.064367583
Asian people,-0.278804014,1.40643549,-0.740240348,-0.372958664,1.536893691,0.081145663,0.364313737
Asian people,-1.325142443,-0.593392695,0.217662786,0.489046558,-1.846148858,0.74441109,-0.350026923
Asian people,-3.20567896,5.412752141,-1.497867225,4.270026095,1.982896196,-1.501729467,-1.064367583
Asian people,-0.534603869,-0.597832883,0.417939043,0.19030559,-1.454457571,-0.479198083,-0.350026923
Asian people,-0.384874184,-0.593392695,-0.339687835,0.920049169,1.109203932,0.435646048,0.364313737
Asian people,1.495662333,-0.593392695,-1.126300145,-0.671699632,-0.633541815,-0.554238025,-0.350026923
Asian people,1.495662333,-0.593392695,0.789506123,0.489046558,2.203500523,0.74441109,1.078654397
Asian people,-1.325142443,0.403191257,-1.497867225,-0.671699632,0.185906479,-0.936620149,-1.064367583
Asian people,-0.926453072,0.40541135,0.017386529,0.489046558,1.161470744,-0.990463775,-1.064367583
Asian people,-0.677493386,-0.597832883,-0.153904294,0.339676074,-1.275037206,-0.479198083,0.364313737
Asian people,-0.926453072,3.471927231,0.403446326,1.649792748,0.659471304,0.081145663,1.792995057
Asian people,1.495662333,-0.593392695,0.217662786,-0.803961275,-2.34709319,0.311528051,-1.064367583
Asian people,1.096972962,-0.595612789,0.217662786,-0.671699632,-0.325319101,0.184067343,1.078654397
Asian people,0.555394075,-0.593392695,-0.926023888,-2.131186789,-1.14574664,0.081145663,-1.064367583
Asian people,1.096972962,-0.593392695,0.217662786,-1.38433437,-1.673376028,0.74441109,0.364313737
Asian people,-0.384874184,-0.600052976,-0.554456808,0.489046558,0.569688636,0.311528051,-0.350026923
Asian people,0.156704703,-0.597832883,-0.554456808,-3.573565107,-1.199779064,0.081145663,-0.350026923
Asian people,-1.325142443,1.404215396,-0.153904294,0.638417042,0.480213678,-0.685041445,-1.064367583
Asian people,0.555394075,-0.634799264,0.403446326,0.638417042,0.631366682,0.081145663,1.078654397
Asian people,-0.5277637,0.386041676,0.017386529,1.069419653,0.66559096,-0.990463775,0.364313737
Asian people,-0.783563555,0.383374457,-0.168397011,0.920049169,0.917247681,-0.149236726,-1.064367583
Asian people,1.495662333,-0.593392695,0.789506123,-2.412818917,-1.139250212,0.74441109,-0.350026923
Asian people,1.495662333,-0.651501719,0.789506123,0.489046558,-0.927936518,0.74441109,2.507335717
Asian people,0.013815187,-0.604493163,-1.111807428,0.489046558,2.083496884,-0.376276403,-1.064367583
Asian people,1.495662333,-0.593392695,-1.312083685,0.489046558,2.101288465,0.74441109,0.364313737
Asian people,-0.384874184,0.420787963,0.217662786,0.489046558,-1.298554476,-0.248815695,-1.064367583
Asian people,1.495662333,-0.604493163,0.789506123,0.489046558,2.254606552,0.74441109,-0.350026923
Asian people,-1.032523241,0.38826177,0.603722583,0.471937718,1.42296404,-0.351737376,-1.064367583
Asian people,-1.325142443,-0.600052976,0.789506123,0.489046558,-1.632733061,-0.070854072,-1.064367583
Asian people,-1.325142443,-0.597832883,0.031879246,0.489046558,-0.033292882,0.616950382,-1.064367583
Asian people,1.495662333,-0.593392695,0.232155503,0.489046558,2.254606552,0.74441109,-0.350026923
Asian people,1.495662333,-0.593392695,0.789506123,0.489046558,2.245710762,0.74441109,0.364313737
Asian people,1.495662333,-0.593392695,-0.168397011,0.058043947,-2.374308079,0.74441109,-0.350026923
Asian people,-0.092254983,-0.595612789,0.217662786,-1.981816306,-0.500724634,-0.046315045,-0.350026923
Asian people,0.698283591,-0.593392695,-0.926023888,0.489046558,-0.635989123,0.74441109,-1.064367583
Asian people,-0.926453072,-0.600052976,0.789506123,0.489046558,-0.81748713,0.74441109,-1.064367583
Asian people,-0.384874184,0.403191257,0.031879246,-2.412818917,-0.563287822,0.081145663,-0.350026923
Asian people,0.910423931,-0.600052976,-0.153904294,-1.234963887,2.125187359,0.74441109,0.364313737
Asian people,0.661464244,0.40541135,-0.168397011,0.489046558,-0.301894978,0.184067343,0.364313737
Asian people,-1.032523241,-0.595612789,-0.554456808,-0.091326537,-1.280832325,0.081145663,-0.350026923
Asian people,1.495662333,-0.593392695,0.217662786,0.489046558,1.793927485,0.74441109,-0.350026923
Asian people,0.954083446,-0.595612789,0.217662786,0.787787526,0.928303611,0.184067343,-1.064367583
Asian people,-0.384874184,0.427001118,-0.354180551,-0.372958664,-0.478579315,-0.021776018,1.078654397
Asian people,0.555394075,0.444597825,0.403446326,-0.970440599,-0.097873206,-0.248815695,-0.350026923
Asian people,-1.325142443,-0.597832883,-0.168397011,-0.091326537,-0.90448765,-0.582119764,-1.064367583
Asian people,0.555394075,-0.597832883,-0.554456808,0.920049169,0.175121411,0.208606371,0.364313737
Asian people,0.306434388,1.381731376,-0.554456808,-0.953331759,0.153355421,-0.046315045,-0.350026923
Asian people,-1.325142443,-0.595612789,0.603722583,0.489046558,-1.098145891,-0.479198083,0.364313737
Asian people,0.804353761,-0.593392695,0.789506123,-0.091326537,0.3929905,0.74441109,-0.350026923
Asian people,1.495662333,-0.595612789,0.217662786,0.489046558,0.777781546,0.74441109,0.364313737
Asian people,0.555394075,0.368444969,-0.368673268,1.218790137,1.111958273,-0.812502153,1.792995057
Asian people,0.555394075,-0.600052976,0.789506123,-0.108435377,0.118655267,0.081145663,-0.350026923
Asian people,0.555394075,0.40541135,0.603722583,0.489046558,0.162687921,0.081145663,0.364313737
Asian people,0.617804729,-0.593392695,-0.368673268,-2.096969109,-2.048700349,0.74441109,1.792995057
Asian people,1.096972962,-0.593392695,0.217662786,0.489046558,-1.159559582,0.616950382,-0.350026923
Asian people,0.555394075,0.429668338,-0.354180551,1.069419653,1.214934082,-0.021776018,-0.350026923
Asian people,-1.076182757,-0.595612789,0.217662786,0.058043947,-1.725296554,-0.912081122,-0.350026923
Asian people,1.495662333,-0.600052976,-0.554456808,-1.234963887,-0.36555606,0.641489409,1.792995057
Asian people,-1.025683073,1.387065815,-0.168397011,0.937158009,-0.183732536,-1.117924483,1.078654397
Asian people,1.495662333,-0.593392695,0.789506123,0.489046558,-0.795094858,0.74441109,1.078654397
Asian people,-1.325142443,-0.617649683,-0.554456808,-0.108435377,-0.666094018,-0.936620149,-0.350026923
Asian people,0.910423931,-0.597832883,-0.168397011,0.489046558,2.254606552,0.74441109,-1.064367583
Asian people,1.096972962,0.402744131,0.789506123,0.638417042,2.236814972,0.311528051,0.364313737
Asian people,-1.325142443,-0.593392695,0.217662786,-1.832445822,-0.91369791,0.74441109,-1.064367583
Asian people,0.057474702,-0.604493163,0.789506123,0.489046558,1.619202696,0.311528051,-1.064367583
Asian people,-2.265410702,0.41856787,0.046371962,0.489046558,0.296257079,-0.046315045,-1.064367583
Asian people,0.954083446,-0.595612789,0.789506123,0.489046558,0.782901564,0.311528051,-0.350026923
Asian people,0.555394075,-0.595612789,0.217662786,-0.671699632,-0.84451684,0.74441109,0.364313737
Asian people,-1.325142443,0.40541135,-0.168397011,-0.803961275,-1.242961784,-1.03954183,-1.064367583
Asian people,-1.325142443,-0.597832883,0.217662786,-0.091326537,-0.553946641,-0.173775753,-1.064367583
Asian people,0.848013276,-0.595612789,-0.554456808,-1.683075338,-0.821842191,0.184067343,-0.350026923
Asian people,0.306434388,-0.595612789,0.217662786,-0.257805861,1.469617171,0.081145663,2.507335717
Asian people,1.495662333,-0.600052976,0.217662786,0.489046558,0.349789182,-1.852887141,1.078654397
Asian people,0.555394075,1.428025258,0.031879246,-1.252072727,0.308854816,0.081145663,1.792995057
Asian people,-0.384874184,0.40541135,-0.926023888,-0.091326537,-0.426953522,0.184067343,-0.350026923
Asian people,0.555394075,0.407631444,0.217662786,0.920049169,2.058304382,-0.021776018,1.078654397
Asian people,-0.092254983,-0.595612789,-0.153904294,-0.091326537,-1.237043748,-0.990463775,-0.350026923
Asian people,-1.325142443,-0.597832883,0.603722583,0.489046558,-1.399831729,-0.248815695,-0.350026923
Asian people,1.203043132,-0.595612789,0.217662786,0.040935107,-0.460169205,0.616950382,0.364313737
Asian people,-4.145947219,5.478862822,0.046371962,2.213057003,2.092471683,-2.852799348,-1.064367583
Asian people,0.617804729,-0.593392695,0.789506123,-0.108435377,-1.035311804,0.74441109,-0.350026923
Asian people,1.495662333,-0.593392695,-0.153904294,-0.091326537,0.675071473,0.616950382,0.364313737
Asian people,1.495662333,-0.593392695,-0.168397011,0.489046558,-0.375510424,0.74441109,-0.350026923
Asian people,1.495662333,-0.593392695,-0.368673268,0.489046558,-0.63203202,0.74441109,-1.064367583
Asian people,-0.384874184,0.422560931,-0.153904294,0.489046558,-0.292067733,0.056606636,0.364313737
Asian people,-0.827223071,-0.600052976,0.789506123,0.489046558,0.107450362,0.311528051,-0.350026923
Asian people,-1.325142443,0.403191257,-0.153904294,0.058043947,-1.318331737,-0.351737376,0.364313737
Asian people,1.495662333,-0.595612789,-0.168397011,-1.102702243,-0.610786527,0.74441109,1.792995057
Asian people,1.495662333,-0.593392695,0.789506123,0.489046558,0.822882163,0.74441109,-0.350026923
Asian people,-0.384874184,-0.595612789,-0.926023888,0.638417042,-1.910005929,-0.351737376,-0.350026923
Asian people,0.555394075,-0.593392695,0.217662786,0.489046558,-0.978892525,0.184067343,0.364313737
Asian people,-0.926453072,0.403191257,-0.926023888,0.920049169,0.180870793,-0.582119764,-0.350026923
Asian people,1.495662333,-0.595612789,0.789506123,0.489046558,2.112869102,0.616950382,1.792995057
Asian people,1.495662333,-0.595612789,0.217662786,0.489046558,-0.283808708,0.74441109,-1.064367583
Asian people,-1.468031959,2.345789135,-0.168397011,1.931424875,1.22842992,-0.685041445,3.221676377
Asian people,0.350093904,2.424341662,-0.554456808,-1.665966498,1.883229653,-0.760081387,-1.064367583
Asian people,-1.823061815,1.447842058,0.217662786,1.218790137,-1.666150889,-0.582119764,-1.064367583
Asian people,-1.617761644,0.40541135,-0.153904294,0.489046558,0.671289107,-1.03954183,-1.064367583
Asian people,-1.368801958,0.429668338,-1.497867225,-2.562189401,-1.403811651,-1.908650618,-0.350026923
Asian people,1.495662333,-0.606713257,-0.153904294,-0.091326537,0.602174428,-0.503737111,-0.350026923
Asian people,-0.129074329,-0.593392695,0.403446326,-1.252072727,-2.521080709,0.74441109,-0.350026923
Asian people,0.555394075,-0.597832883,0.603722583,0.489046558,-0.384743283,0.081145663,-0.350026923
Asian people,-0.129074329,0.427448244,-0.539964091,-2.114077949,-1.441300445,0.156185605,-1.064367583
Asian people,1.096972962,-0.600052976,-0.926023888,-0.372958664,-0.39809863,0.74441109,0.364313737
Asian people,1.495662333,-0.593392695,0.217662786,0.489046558,1.684725947,0.74441109,-1.064367583
Asian people,0.306434388,0.403191257,0.031879246,-0.522329148,-0.189567181,-0.685041445,-1.064367583
Asian people,-1.325142443,2.409679723,-0.554456808,1.086528493,-2.83519187,-0.936620149,1.078654397
Asian people,0.617804729,-0.593392695,-0.354180551,0.489046558,-2.248397696,0.74441109,-1.064367583
Asian people,-0.926453072,-0.639239451,0.789506123,0.770678685,0.648548853,-0.989040915,1.078654397
Asian people,-0.926453072,3.447223117,0.017386529,0.339676074,-0.144227624,-1.348306872,1.792995057
Asian people,-1.325142443,0.403191257,-0.354180551,0.489046558,-0.981678289,-0.685041445,-0.350026923
Asian people,-1.723831814,2.407459629,-0.539964091,0.489046558,1.72945195,-1.117924483,-1.064367583
Asian people,-1.325142443,-0.593392695,-0.725747631,-1.234963887,-1.612447945,-0.376276403,-0.350026923
Asian people,0.511734559,-0.593392695,-0.168397011,1.069419653,1.191534562,-0.046315045,1.078654397
Asian people,-1.076182757,-0.595612789,0.789506123,0.058043947,-0.418577496,-1.03954183,-0.350026923
Asian people,-0.926453072,-0.595612789,-0.339687835,0.489046558,-1.735464883,0.74441109,-1.064367583
Asian people,-0.092254983,-0.597832883,0.603722583,-0.407176345,1.380753801,-0.327198348,-1.064367583
Asian people,-0.384874184,-0.624309964,0.603722583,0.489046558,1.042605858,0.081145663,0.364313737
Atheists,-2.524177762,1.017685891,0.030663859,1.620494885,1.551685028,-1.201063752,-1.224863684
Atheists,-0.726844446,2.454878374,0.030663859,-3.360828664,1.20004879,-0.172562582,-0.568100315
Atheists,-0.130732892,-0.715143386,-0.504560536,-0.885446391,-1.267968518,-0.905252179,1.402189794
Atheists,0.209235947,-0.94790528,0.24892025,-0.35827783,-0.434376494,1.088468167,0.745426424
Atheists,-0.130732892,0.005625363,0.784144645,-0.35827783,-0.103042357,0.048776475,-1.224863684
Atheists,1.120373851,0.962228918,-0.504560536,-0.977123398,0.270293891,0.156545959,1.402189794
Atheists,-2.864146601,3.50283601,0.625660643,4.867517739,1.688647514,-0.346651403,-0.568100315
Atheists,-1.125696919,3.051626668,-0.286304145,2.797068017,1.560194211,-0.446267709,-0.568100315
Atheists,0.125409823,2.427149888,0.090436248,0.971090314,-0.091306436,0.048776475,0.088663055
Atheists,2.262711979,-1.45022658,0.784144645,-0.297159825,1.146738168,1.591665529,0.088663055
Atheists,0.499319807,-0.498868445,0.784144645,0.321685744,1.626021533,0.156545959,-1.224863684
Atheists,-2.524177762,-0.191990118,0.784144645,0.413362751,1.706380419,-2.240755444,-1.224863684
Atheists,-1.696865983,-0.879034266,0.784144645,-0.297159825,1.706380419,-3.402169886,-1.224863684
Atheists,-0.130732892,-0.471139958,-0.127820143,0.321685744,-0.976137881,-0.531930746,-1.224863684
Atheists,-1.041870795,1.567145833,0.784144645,3.041540036,1.706380419,-2.240755444,-1.224863684
Atheists,1.095431361,1.933897613,-0.127820143,-2.062019523,0.270130683,-0.653653498,0.745426424
Atheists,1.691542915,-1.53341204,-0.881300929,-0.297159825,0.417307635,0.759359626,-1.224863684
Atheists,0.125409823,-1.367041121,-0.127820143,-0.297159825,1.296652077,1.591665529,0.745426424
Atheists,-0.701901956,0.53567515,-0.504560536,-0.916005393,-0.465873708,-0.302438511,0.088663055
Atheists,-0.130732892,1.487033286,-0.821528539,-0.297159825,-1.397006896,-0.905252179,-1.224863684
Atheists,0.696578888,0.03335385,0.24892025,-0.266600822,0.601011802,1.010958307,1.402189794
Atheists,-0.130732892,-1.45022658,0.784144645,-0.297159825,-0.783796061,0.889235556,0.745426424
Atheists,1.691542915,-1.477955067,0.784144645,-0.297159825,-0.347450771,0.759359626,1.402189794
Atheists,-0.130732892,-1.45022658,-0.068047753,-0.297159825,0.00785421,-0.072946276,-1.224863684
Atheists,0.209235947,1.281999878,-0.127820143,-0.854887388,-1.19678845,-0.653653498,0.745426424
Atheists,0.209235947,-1.367041121,0.625660643,-0.297159825,-1.113958267,-0.805635873,0.088663055
Atheists,0.780405012,-1.477955067,-0.821528539,-0.946564396,-0.289237648,0.759359626,2.058953164
Atheists,0.125409823,1.012440472,-0.127820143,0.940531312,0.088824453,0.507760945,0.745426424
Atheists,0.780405012,-1.477955067,0.407404252,-0.297159825,1.090854192,0.759359626,-1.224863684
Atheists,0.381552538,-1.134279227,0.784144645,-0.174923815,1.026976058,1.110574613,-1.224863684
Atheists,-0.130732892,-0.415682985,0.24892025,-0.297159825,0.323871708,-0.095052722,-0.568100315
Atheists,0.780405012,-1.233951639,-0.663044538,-0.885446391,-0.668373696,0.40814464,0.088663055
Atheists,-0.76078559,-1.367041121,-0.980012541,-0.174923815,0.991390101,0.048776475,-0.568100315
Atheists,-0.411818097,1.272930852,-0.504560536,0.879413307,-0.051615734,-1.585575706,1.402189794
Atheists,-0.643018322,2.288814987,0.407404252,2.331017461,-0.519941741,-0.424161263,-1.224863684
Atheists,-0.130732892,-0.973461259,0.090436248,-2.245373537,-0.761681482,0.485654499,0.088663055
Atheists,-0.130732892,-0.696483926,-0.127820143,-0.297159825,1.084781119,1.340066848,-1.224863684
Atheists,-0.130732892,-0.715143386,-0.286304145,-0.266600822,-1.051876367,-0.675759944,0.088663055
Atheists,-0.130732892,-1.505683553,-1.356752934,-0.297159825,-1.395903996,1.591665529,-0.568100315
Atheists,1.94768563,-1.233951639,-0.346076534,-1.534850962,0.729433922,1.591665529,0.745426424
Atheists,1.494283834,-0.962219725,-0.127820143,-0.480513839,-0.64625729,0.430251086,1.402189794
Atheists,-1.150639409,0.03335385,0.625660643,1.001649317,0.642252632,0.988851861,-1.224863684
Atheists,-0.928437838,1.47271884,-0.127820143,-0.327718827,-0.356961548,-2.318265303,-0.568100315
Atheists,0.184293457,0.277357277,0.407404252,1.620494885,1.326926469,-0.761422981,0.088663055
Atheists,1.691542915,-1.53341204,0.24892025,-0.327718827,-0.355447073,0.988851861,0.088663055
Atheists,0.184293457,-1.217464686,0.090436248,0.321685744,-0.81022016,-0.675759944,0.088663055
Atheists,-0.130732892,1.71979518,0.090436248,2.300458458,1.284260225,-0.905252179,-0.568100315
Atheists,-0.105790402,2.521576881,-0.821528539,2.300458458,0.653209991,0.156545959,1.402189794
Atheists,2.602680818,-1.53341204,0.407404252,-0.297159825,0.051851592,0.178652405,2.058953164
Atheists,-0.386875607,-0.00561617,0.784144645,0.321685744,1.054569386,-0.927358625,-1.224863684
Atheists,-0.139731546,-1.422498094,0.625660643,-0.327718827,0.010779464,0.759359626,0.088663055
Atheists,1.120373851,-1.477955067,0.407404252,0.321685744,0.006100925,0.759359626,1.402189794
Atheists,2.031511754,-1.53341204,0.625660643,-0.297159825,1.210977471,1.088468167,1.402189794
Atheists,0.524262296,-1.477955067,-0.127820143,-0.297159825,0.508109032,1.591665529,0.088663055
Atheists,-0.130732892,0.53567515,-0.127820143,0.352244746,-0.561124242,-1.134744414,-0.568100315
Atheists,0.780405012,0.058909829,0.24892025,-0.266600822,-0.408472473,0.156545959,0.088663055
Atheists,-1.696865983,4.507478611,-0.444788146,0.321685744,1.135760066,-1.477806222,-1.224863684
Atheists,0.465378662,-1.477955067,-1.198268933,-0.297159825,0.771456758,1.591665529,1.402189794
Atheists,0.356610049,1.040168958,0.784144645,2.178222449,1.292330956,0.759359626,0.088663055
Atheists,-2.864146601,4.005157311,0.030663859,2.980422032,1.156937384,-2.340371749,-1.224863684
Atheists,1.351574076,-1.477955067,0.625660643,-0.297159825,0.141021145,0.759359626,2.058953164
Atheists,1.120373851,2.410662935,-0.127820143,-0.266600822,0.253591222,0.156545959,0.088663055
Atheists,-0.470701731,-0.759358825,0.030663859,0.321685744,-0.787469452,0.637636875,0.088663055
Atheists,0.780405012,-1.477955067,-1.356752934,-0.327718827,0.117788577,0.759359626,-0.568100315
Atheists,-0.130732892,-1.45022658,0.24892025,-0.885446391,-0.474184788,-0.072946276,-0.568100315
Atheists,-0.130732892,-1.45022658,-0.663044538,-0.977123398,-0.779020706,0.056929653,1.402189794
Atheists,-0.130732892,-1.245193173,0.24892025,-0.916005393,0.345375432,1.340066848,-0.568100315
Atheists,-0.130732892,-1.53341204,-0.980012541,-0.297159825,-1.374137922,0.529867391,0.745426424
Atheists,2.031511754,-1.422498094,-0.127820143,-0.23604182,-0.120195265,0.759359626,0.745426424
Atheists,-0.726844446,-1.1897362,0.24892025,-0.297159825,0.034755386,-0.072946276,-1.224863684
Atheists,-0.130732892,-1.45022658,-0.504560536,-0.946564396,-0.759607903,0.507760945,1.402189794
Atheists,-2.209151413,1.300659338,0.030663859,-0.11380581,0.32724852,-2.462094501,-1.224863684
Atheists,-0.130732892,2.252017474,-0.603272148,0.474480756,1.074492062,0.988851861,-0.568100315
Atheists,0.440436173,-1.001189745,-0.068047753,0.321685744,0.182619907,-0.072946276,0.745426424
Atheists,-0.130732892,1.487033286,-0.068047753,2.269899456,1.343606496,0.156545959,-0.568100315
Atheists,-1.953008698,-1.134279227,-0.068047753,-0.977123398,-1.445687321,-0.783529427,-1.224863684
Atheists,1.691542915,-1.505683553,0.030663859,-1.534850962,-0.197628897,0.759359626,-0.568100315
Atheists,0.499319807,0.291671723,0.24892025,0.971090314,0.725242437,1.010958307,0.745426424
Atheists,0.780405012,-1.477955067,-0.346076534,-0.297159825,-1.0143559,0.507760945,0.745426424
Atheists,1.691542915,-1.477955067,-0.127820143,-0.297159825,0.713995968,0.40814464,0.745426424
Atheists,0.465378662,-0.00561617,0.24892025,-0.297159825,0.880963869,1.340066848,-0.568100315
Atheists,1.4354002,0.199417237,0.24892025,-3.544182679,0.00113207,0.988851861,-0.568100315
Atheists,-0.130732892,-1.45022658,0.625660643,-0.297159825,0.005414999,0.386038194,-0.568100315
Atheists,1.691542915,-0.718216298,0.625660643,-0.297159825,0.884568637,0.759359626,2.058953164
Atheists,-0.130732892,-1.45022658,0.30869264,0.291126741,-0.833270717,0.048776475,0.745426424
Atheists,-1.322956,2.521576881,-0.444788146,2.239340454,0.473245152,-1.364236649,-0.568100315
Atheists,-0.130732892,-1.45022658,0.625660643,-1.626527969,-1.232502993,0.836869486,2.058953164
Atheists,-0.214559016,0.280430189,-0.127820143,-1.565409964,-1.370847329,-0.971571517,1.402189794
Atheists,-0.130732892,-1.45022658,-0.504560536,-1.038241403,-0.808331427,1.591665529,-0.568100315
Atheists,-0.386875607,-0.471139958,0.24892025,-0.297159825,-1.119222667,-0.905252179,-1.224863684
Atheists,-1.953008698,2.01925558,0.24892025,1.55937688,0.152215264,-1.508065846,-1.224863684
Atheists,-2.864146601,3.50283601,-0.346076534,4.898076742,1.706380419,-2.799356219,-1.224863684
Atheists,0.125409823,-1.233951639,-0.980012541,-2.894778108,-1.142816522,0.056929653,2.058953164
Atheists,-0.130732892,-1.45022658,-0.127820143,-0.297159825,-1.449117965,-0.675759944,-1.224863684
Atheists,-0.130732892,2.046984067,-0.663044538,1.001649317,-1.418384104,1.088468167,1.402189794
Atheists,-0.130732892,-1.45022658,0.625660643,-0.297159825,-1.516361489,-0.905252179,1.402189794
Atheists,-0.130732892,2.615696342,0.407404252,0.352244746,0.175040233,-0.905252179,-0.568100315
Atheists,-2.209151413,2.793308795,0.625660643,3.568708598,0.948441904,-0.202822206,-1.224863684
Atheists,-0.130732892,1.489205793,-0.286304145,0.352244746,-1.509123162,-0.905252179,-0.568100315
Atheists,2.602680818,-1.53341204,0.784144645,-0.297159825,1.081298528,1.591665529,0.745426424
Atheists,1.317632932,-1.477955067,-0.286304145,-0.977123398,-1.071097776,1.240450542,0.745426424
Atheists,-0.180617871,1.051410492,-0.068047753,-0.327718827,-1.346858549,-1.134744414,1.402189794
Atheists,0.780405012,0.507946664,-0.821528539,-0.297159825,-0.435599316,0.156545959,0.088663055
Atheists,-0.130732892,-0.945732772,0.625660643,-0.297159825,1.233340474,0.27826871,0.745426424
Atheists,0.184293457,-0.973461259,0.24892025,-0.297159825,0.415311442,0.156545959,-0.568100315
Atheists,1.095431361,0.005625363,-0.127820143,-0.266600822,-0.361935006,0.529867391,0.745426424
Atheists,-0.130732892,-1.367041121,-0.346076534,-5.431278386,-3.202269531,-0.51562439,0.088663055
Atheists,0.780405012,-0.975633766,0.407404252,-0.916005393,-0.44513504,0.759359626,0.088663055
Atheists,0.696578888,-1.45022658,0.784144645,-0.297159825,-0.137345767,1.591665529,0.745426424
Atheists,-0.130732892,-0.973461259,0.24892025,-0.916005393,-1.173204312,-0.324544957,1.402189794
Atheists,-0.130732892,-1.477955067,0.625660643,-0.297159825,-0.265264118,0.881082378,0.745426424
Atheists,-0.130732892,-1.45022658,-0.068047753,-0.297159825,-2.113649948,0.485654499,0.745426424
Atheists,-0.130732892,-0.171679558,0.784144645,0.352244746,-0.058320718,-0.554037192,-0.568100315
Atheists,1.691542915,-0.445583979,-0.346076534,3.385354583,1.35331042,1.591665529,-0.568100315
Atheists,-0.78572808,1.487033286,-0.346076534,0.940531312,0.068644082,-1.967050316,-0.568100315
Atheists,-0.130732892,-0.731630339,-0.663044538,-0.266600822,-1.247041668,0.034823207,0.745426424
Atheists,0.440436173,0.729467024,-0.127820143,-1.565409964,0.361744679,0.386038194,-0.568100315
Atheists,-0.130732892,1.991527094,-0.127820143,1.620494885,1.319726036,-0.095052722,0.088663055
Atheists,0.184293457,-1.45022658,0.625660643,-0.946564396,-0.296024859,1.240450542,1.402189794
Atheists,1.4354002,-1.53341204,-0.346076534,-0.297159825,-0.184905232,0.889235556,0.745426424
Atheists,-1.29801351,1.051410492,0.24892025,0.474480756,1.648468071,0.156545959,-0.568100315
Atheists,0.780405012,-1.45022658,-0.346076534,0.321685744,-0.930434335,-0.095052722,2.058953164
Atheists,-0.130732892,-1.45022658,-0.881300929,-5.492396391,-1.777292352,1.591665529,-1.224863684
Atheists,-0.701901956,0.537847657,0.625660643,-0.297159825,1.653181703,-0.905252179,-1.224863684
Atheists,-0.361933117,3.240173122,0.24892025,-1.0076824,0.220328126,-0.653653498,1.402189794
Atheists,-0.130732892,0.031181342,0.784144645,-1.473732957,-0.541902833,0.256162264,-0.568100315
Atheists,1.691542915,-0.471139958,-0.504560536,-0.297159825,0.823372122,0.759359626,0.745426424
Atheists,0.780405012,-1.45022658,0.24892025,-2.650306089,-1.658415893,0.386038194,-0.568100315
